ma_mon,ten_mon,nhom_mon,stt_thanh_phan,thanh_phan_goc,thanh_phan_chuan_hoa,ten_tham_chieu_tieng_anh,nhom_thanh_phan,trang_thai_tham_chieu,vai_tro_trong_mon,phan_an_duoc,loai_dong,nhom_lua_chon,tinh_vao_tong_mac_dinh,khoi_luong_uoc_tinh_g_moi_suat,kcal_tren_100g,kcal_uoc_tinh_thanh_phan_trong_suat,tong_kcal_uoc_tinh_tu_thanh_phan_da_liet_ke_mac_dinh,ty_le_kcal_trong_tong_thanh_phan_da_liet_ke_phan_tram,co_so_khoi_luong,pham_vi_du_lieu,nguon_kcal,ma_du_lieu_nguon,energy_nutrient_field,ten_ban_ghi_nguon,url_nguon_kcal,url_nguon_mon_goc,do_tin_cay_kcal_100g,do_tin_cay_khoi_luong,ghi_chu,ngay_tra_cuu
HN049,Nộm hoa chuối,Gỏi và nộm,5,rau thơm,Rau thơm hỗn hợp,Mixed fresh herbs,rau thơm,"tươi, sống",rau_thom,có,thành phần được liệt kê,,có,15,30,4.5,355.6,1.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Mixed fresh herbs,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,Trung bình các rau thơm tươi. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN049,Nộm hoa chuối,Gỏi và nộm,6,nước mắm,Nước mắm,Fish sauce,gia vị/nước chấm,dạng lỏng,nuoc_cham_gia_vi_long,có,thành phần được liệt kê,,có,15,35,5.3,355.6,1.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Fish sauce,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,cao,thap,"Loại nước mắm thông dụng. Lượng nước chấm/gia vị lỏng thực ăn trong một suất, không phải toàn bộ bát chấm.",2026-08-02
HN050,Lẩu ếch,Lẩu,1,ếch,Thịt ếch chín,"Frog legs, cooked",thịt,"chín, phần thịt",dam_chinh_thuy_san,có,thành phần được liệt kê,,có,100,99,99,390.7,25.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Frog legs, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,trung_binh,thap,Không tính xương. Khối lượng phần thịt ăn được sau khi bỏ xương/da không ăn.,2026-08-02
HN050,Lẩu ếch,Lẩu,2,măng,Măng tươi chín,"Bamboo shoots, cooked",rau,luộc/chín,rau_cu,có,thành phần được liệt kê,,có,60,27,16.2,390.7,4.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Bamboo shoots, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,cao,thap,Không tính măng khô. Khối lượng rau/củ chín hoặc sơ chế trong một suất.,2026-08-02
HN050,Lẩu ếch,Lẩu,3,lá lốt,Lá lốt,Wild betel leaves,rau thơm,tươi/chín,rau_thom,có,thành phần được liệt kê,,có,15,35,5.3,390.7,1.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Wild betel leaves,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,Lá ăn được. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN050,Lẩu ếch,Lẩu,4,ớt,Ớt tươi,"Chili pepper, raw",gia vị/rau quả,"tươi, sống",gia_vi,có,thành phần được liệt kê,,có,2,40,0.8,390.7,0.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Chili pepper, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,cao,thap,Ớt đỏ tươi đại diện. Lượng gia vị ước tính được ăn trong một suất.,2026-08-02
HN050,Lẩu ếch,Lẩu,5,rau,Rau hỗn hợp,Mixed vegetables,rau củ,tươi hoặc chín nhẹ,rau_an_kem,có,thành phần được liệt kê,,có,70,30,21,390.7,5.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Mixed vegetables,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,Tên chung; dùng trung bình rau ít tinh bột. Một nắm/đĩa rau ăn kèm cho một người; nếu là nguyên liệu đầu tiên của salad/nộm có thể nâng lên 120–150 g.,2026-08-02
HN050,Lẩu ếch,Lẩu,6,mì,Mì sợi chín,"Wheat noodles, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,138,248.4,390.7,63.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Wheat noodles, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,trung_binh,thap,Mì lúa mì không sốt. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
HN051,Lẩu gà,Lẩu,1,gà,Thịt gà chín,"Chicken meat, cooked",thịt gia cầm,"chín, thịt và da đại diện",dam_chinh,có,thành phần được liệt kê,,có,100,239,239,516.1,46.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Chicken meat, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,Biến thiên theo phần cắt và có da hay không. Khối lượng thịt chín ăn được trong một suất; gà tùy chọn chỉ tính khi thực sự thêm.,2026-08-02
HN051,Lẩu gà,Lẩu,2,nấm/lá é,Nấm tươi hỗn hợp,"Mushrooms, raw",nấm,tươi,nam_rau_phu,có,lựa chọn mặc định,HN051-02,có,35,22,7.7,516.1,1.5,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 11238,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"MUSHROOMS,SHIITAKE,RAW",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,trung_binh,thap,Nấm nút/nấm tươi đại diện. Khối lượng nấm/mộc nhĩ sau ngâm hoặc nấu trong một suất. Khớp gần với bản ghi USDA SR28; điểm khớp 100%. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.,2026-08-02
HN051,Lẩu gà,Lẩu,3,nấm/lá é,lá é,Mushrooms or lemon basil,rau/nấm,tươi,nam_rau_phu,có,lựa chọn thay thế,HN051-02,không,35,25,8.8,516.1,0,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Mushrooms or lemon basil,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,Giá trị trung gian của thành phần ít năng lượng. Tách từ cụm lựa chọn “nấm/lá é”; dùng giá trị đại diện gần nhất. Khối lượng nấm/mộc nhĩ sau ngâm hoặc nấu trong một suất. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.,2026-08-02
HN051,Lẩu gà,Lẩu,4,rau,Rau hỗn hợp,Mixed vegetables,rau củ,tươi hoặc chín nhẹ,rau_an_kem,có,thành phần được liệt kê,,có,70,30,21,516.1,4.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Mixed vegetables,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,thap,thap,Tên chung; dùng trung bình rau ít tinh bột. Một nắm/đĩa rau ăn kèm cho một người; nếu là nguyên liệu đầu tiên của salad/nộm có thể nâng lên 120–150 g.,2026-08-02
HN051,Lẩu gà,Lẩu,5,mì/bún,Mì sợi chín,"Wheat noodles, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,lựa chọn mặc định,HN051-04,có,180,138,248.4,516.1,48.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Wheat noodles, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,trung_binh,thap,Mì lúa mì không sốt. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.,2026-08-02
HN051,Lẩu gà,Lẩu,6,mì/bún,Bún tươi,"Rice vermicelli, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,lựa chọn thay thế,HN051-04,không,180,110,198,516.1,0,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Rice vermicelli, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,cao,thap,Bún gạo tươi. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.,2026-08-02
HN052,Lẩu riêu cua bắp bò,Lẩu Hà Nội,1,cua đồng,Thịt cua đồng,Rice-field crab meat,hải sản,"chín, phần ăn được",dam_hai_san_hoac_hon_hop,có,thành phần được liệt kê,,có,61.8,87,53.8,483,11.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Rice-field crab meat,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,trung_binh,thap,"Không tính mai/vỏ lọc bỏ. Khối lượng phần ăn được, bỏ vỏ/xương; chuỗi có dấu gạch chéo là một lựa chọn/hỗn hợp. Khối lượng đạm được phân bổ lại theo ngân sách 200 g cho món có nhiều thành phần đạm.",2026-08-02
HN052,Lẩu riêu cua bắp bò,Lẩu Hà Nội,2,bắp bò,Bắp bò chín,"Beef shank, cooked",thịt,chín,dam_chinh,có,thành phần được liệt kê,,có,65.5,220,144.1,483,29.8,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Beef shank, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/node/1560,trung_binh,thap,Bắp bò tương đối nạc. Khối lượng thịt bò chín/nhúng trong một suất. Khối lượng đạm được phân bổ lại theo ngân sách 200 g cho món có nhiều thành phần đạm.,2026-08-02
HN052,Lẩu riêu cua bắp bò,Lẩu Hà Nội,3,đậu phụ,Đậu phụ trắng,"Tofu, firm",đậu/sản phẩm đậu,đã đông tụ,dam_thuc_vat_da_chin,có,thành phần được liệt kê,,có,72.7,76,55.3,483,11.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Tofu, firm",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/node/1560,cao,thap,Đậu phụ chưa chiên. Khối lượng đậu/đậu phụ đã nấu trong một phần. Khối lượng đạm được phân bổ lại theo ngân sách 200 g cho món có nhiều thành phần đạm.,2026-08-02
